#Área,Política,Grupo,Programa,Descripción
#
# Áreas de gasto y Políticas, definidas en el Decreto Foral 54/2014, de 21 de octubre, comunes a todas las EELL del territorio histórico de Álava.
# Ver https://www.araba.eus/BOTHA/Boletines/2014/129/2014_129_05405_E.pdf
0,,,,"Zor publikoa"
0,1,,,"Zor publikoa"
0,1,1,,"Zor publikoa"
1,,,,"Oinarrizko zerbitzu publikoak"
1,3,,,"Herritarren segurtasuna eta mugikortasuna"
1,3,0,,"Segurtasunaren eta babes zibilaren administrazio orokorra"
1,3,2,,"Segurtasuna eta ordena publikoa"
1,3,3,,"Zirkulazioaren eta aparkalekuen antolamendua"
1,3,4,,"Hiri-mugikortasuna"
1,3,5,,"Babes zibila"
1,3,6,,"Prebentzio eta su-itzaltze zerbitzua eta sorospena"
1,5,,,"Etxebizitza eta hirigintza"
1,5,0,,"Etxebizitzaren eta hirigintzaren administrazio orokorra"
1,5,1,,"Hirigintza: plangintza, kudeaketa, exekuzioa eta hirigintza-diziplina"
1,5,2,,"Etxebizitza"
1,5,2,1,"Babes publikoko etxebizitzaren sustapena eta kudeaketa"
1,5,2,2,"Eraikuntzen kontserbazioa eta birgaitzea"
1,5,3,,"Bide publikoak"
1,5,3,1,"Biztanleguneetarako sarbideak"
1,5,3,2,"Bide publikoen zolaketa"
1,6,,,"Komunitate-ongizatea"
1,6,0,,"Estolderia"
1,6,1,,"Edateko uraren etxez etxeko hornikuntza"
1,6,2,,"Hondakinak batu, kudeatu eta tratatzea"
1,6,2,1,"Hondakinen bilketa"
1,6,2,2,"Hiri-hondakin solidoen kudeaketa"
1,6,2,3,"Hondakinen tratamendua"
1,6,3,,"Bideak garbitzea"
1,6,4,,"Hilerria eta hileta-zerbitzuak"
1,6,5,,"Kale-argiteria"
1,6,6,,"Hondakin-uren ebakuazioa eta tratamendua"
1,7,,,"Ingurumena"
1,7,0,,"Ingurumenaren administrazio orokorra"
1,7,1,,"Parkeak eta lorategiak"
1,7,2,,"Ingurumenaren babesa eta hobekuntza"
1,7,2,1,"Hiriguneetako hots-, argi- eta atmosfera-kutsaduraren aurkako babesa"
1,7,3,,"Hondartzak"
2,,,,"Babes eta sustapen sozialeko jarduketak"
2,1,,,"Erretiro pentsioak"
2,1,1,,"Erretiro pentsioak"
2,2,,,"Enplegatuen aldeko beste prestazio ekonomiko batzuk"
2,2,1,,"Enplegatuen aldeko beste prestazio ekonomiko batzuk"
2,3,,,"Gizarte-zerbitzuak eta gizarte-sustapena"
2,3,0,,"Gizarte zerbitzuen arloko administrazio orokorra"
2,3,1,,"Lehen mailako gizarte-laguntza"
2,4,,,"Enpleguaren sustapena"
2,4,1,,"Enpleguaren sustapena"
3,,,,"Lehentasunezko ondasun publikoen ekoizpena"
3,1,,,"Osasuna"
3,1,1,,"Osasungarritasun publikoaren babesa"
3,1,2,,"Ospitaleak, laguntza-zerbitzuak eta osasun-zentroak"
3,2,,,"Hezkuntza"
3,2,0,,"Hezkuntzaren arloko administrazio orokorra"
3,2,1,,"Haur eta lehen hezkuntzako ikastetxeak sortzea"
3,2,2,,"Bigarren hezkuntzako ikastetxeak sortzea"
3,2,3,,"Haur eta lehen hezkuntzako ikastetxeen eta hezkuntza bereziko ikastetxeen funtzionamendua"
3,2,4,,"Bigarren hezkuntzako ikastetxeen funtzionamendua"
3,2,5,,"Derrigorrezko eskolatzea betetzen dela zaintzea"
3,2,6,,"Hezkuntzako zerbitzu osagarriak"
3,2,7,,"Herritarren bizikidetza sustatzea"
3,3,,,"Kultura"
3,3,0,,"Kulturaren arloko administrazio orokorra"
3,3,2,,"Liburutegi eta agiritegiak"
3,3,2,1,"Liburutegi publikoak"
3,3,2,2,"Agiritegiak"
3,3,3,,"Kultura-ekipamenduak eta museoak"
3,3,4,,"Kulturaren sustapena"
3,3,5,,"Euskara"
3,3,6,,"Ondare historiko-artistikoaren babesa eta kudeaketa"
3,3,7,,"Astialdia betetzeko instalazioak"
3,3,8,,"Herri jaiak eta ospakizunak"
3,4,,,"Kirola"
3,4,0,,"Kirolaren arloko administrazio orokorra"
3,4,1,,"Kirola sustatzea eta bultzatzea"
3,4,2,,"Kirol instalazioak"
4,,,,"Jarduketa ekonomikoak"
4,1,,,"Nekazaritza, abeltzaintza eta arrantza"
4,1,0,,"Nekazaritza, abeltzaintza eta arrantzako administrazio orokorra"
4,1,2,,"Nekazaritza eta abeltzaintzako egituren eta ekoizpen-sistemen hobekuntzak"
4,1,4,,"Landa garapena"
4,1,5,,"Arrantza-baliabideen babesa eta garapena"
4,1,9,,"Nekazaritza, abeltzaintza eta arrantzako beste jarduketa batzuk"
4,2,,,"Industria eta energia"
4,2,0,,"Industriaren eta energiaren administrazio orokorra"
4,2,2,,"Industria"
4,2,3,,"Meatzaritza"
4,2,5,,"Energia"
4,3,,,"Merkataritza, turismoa eta enpresa txiki eta ertainak"
4,3,0,,"Merkataritza, turismo eta enpresa txiki eta ertainen administrazio orokorra"
4,3,1,,"Merkataritza"
4,3,1,1,"Azokak"
4,3,1,2,"Merkatuak, hornidura-azokak eta lonjak"
4,3,1,3,"Kale-merkataritza"
4,3,2,,"Informazio turistikoa eta turismoaren sustapena"
4,3,3,,"Enpresa-garapena"
4,3,9,,"Beste jarduketa sektorial batzuk"
4,4,,,"Garraio publikoa"
4,4,0,,"Garraioaren arloko administrazio orokorra"
4,4,1,,"Bidaiarien garraioa"
4,4,1,1,"Bidaiarien taldekako hiri-garraioa"
4,4,1,2,"Beste bidaiari-garraio mota batzuk"
4,4,2,,"Garraio-azpiegiturak"
4,4,3,,"Salgaien garraioa"
4,5,,,"Azpiegiturak"
4,5,0,,"Azpiegituren arloko administrazio orokorra"
4,5,2,,"Baliabide hidraulikoak"
4,5,3,,"Errepideak"
4,5,4,,"Auzo-bideak"
4,5,9,,"Beste azpiegitura batzuk"
4,6,,,"Ikerketa, garapena eta berrikuntza"
4,6,2,,"Zerbitzu publikoekin zerikusia duten ikerketa eta azterlanak"
4,6,3,,"Ikerkuntza zientifikoa, teknikoa eta aplikatua"
4,9,,,"Beste jarduketa ekonomiko batzuk"
4,9,1,,"Informazioaren gizartea"
4,9,2,,"Ezagutzaren kudeaketa"
4,9,3,,"Kontsumitzaile eta erabiltzaileen babesa"
9,,,,"Jarduketa orokorrak"
9,1,,,"Gobernu-organoak"
9,1,2,,"Gobernu-organoak"
9,2,,,"Zerbitzu orokorrak"
9,2,0,,"Administrazio orokorra"
9,2,2,,"Erakunde lokalen koordinazioa eta antolakuntza instituzionala"
9,2,3,,"Oinarrizko informazioa eta informazio estatistikoa"
9,2,3,1,"Biztanleen udal erroldaren kudeaketa"
9,2,4,,"Herritarren parte-hartzea"
9,2,5,,"Herritarrenganako arreta"
9,2,6,,"Barne komunikazioa"
9,2,9,,"Ustekabekoak eta sailkatu gabeko funtzioak"
9,3,,,"Finantza eta zerga-administrazioa"
9,3,1,,"Politika ekonomikoa eta fiskala"
9,3,2,,"Tributu-sistemaren kudeaketa"
9,3,3,,"Ondarearen kudeaketa"
9,3,4,,"Zorraren eta diruzaintzaren kudeaketa"
9,4,,,"Beste administrazio publiko batzuei eginiko transferentziak"
9,4,1,,"Autonomia-erkidegoari eginiko transferentziak"
9,4,2,,"Foru Aldundiari, Mankomunitateei eta Partzuergoei eginiko transferentziak"
9,4,3,,"Beste erakunde lokal batzuei eginiko transferentziak"
9,4,4,,"Estatuaren Administrazio Orokorrari eginiko transferentziak"
#
# Programas específicos de Vitoria-Gasteiz
#
0,1,1,1,"Udalaren zor publikoa"
1,3,0,1,"Segurtasuneko eta babes zibileko zerbitzu orokorrak"
1,3,2,1,"Herritarren segurtasuna"
1,3,3,1,"Trafikoaren eta aparkamenduaren antolamendua"
1,3,4,1,"Hiri-mugikortasuna"
1,3,5,1,"Babes zibila"
1,3,6,1,"Suteak prebenitzeko eta itzaltzeko eta salbamenduko zerbitzua"
1,5,0,2,"Hirigintzako zerbitzu orokorrak"
1,5,1,1,"Hirigintza-plangintza"
1,5,1,2,"Eraikingintza eta jarduera subsidiarioak"
1,5,1,3,"Eremu narriatuen lehengoratzea"
1,5,1,4,"Tekniko eta ikuskapena"
1,5,1,5,"Zaramaga birgaitzeko Inbertsio Estrategikoen Erakunde arteko Plana"
1,5,3,3,"Hiriko espazioen urbanizazioa eta azpiegiturak"
1,5,3,4,"Hiriko espazioen konponketa, zaintza eta mantentzea"
1,5,3,5,"Hobekuntza hidrologikoko azpiegiturak"
1,6,3,1,"Bide-garbiketa"
1,6,4,1,"Hilerriak eta hileta-zerbitzuak"
1,6,5,1,"Argiztapen publikoa"
1,6,9,1,"Komunitate-ongizateko zerbitzu orokorrak"
1,7,0,1,"Ingurumeneko administrazio nagusia"
1,7,1,1,"Parkeak, lorategiak eta azpiegitura berdeak"
1,7,2,2,"Ingurumenaren babesa eta hobekuntza"
1,7,4,1,"Landa-inguruneko azpiegiturak"
1,7,4,2,"Landa-inguruneko garbiketa eta hondakinen bilketa"
